valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,type_local
280000.0,40,2,maison
1000000.0,130,6,maison
400000.0,40,2,maison
445000.0,86,3,maison
185000.0,56,3,maison
79000.0,25,1,appartement
325641.78000000014,72,3,maison
115000.0,33,2,appartement
302400.0,135,5,maison
465000.0,130,7,maison
230000.0,88,5,maison
293000.0,110,5,maison
122000.0,35,2,appartement
335800.0,110,5,maison
110000.0,30,2,appartement
234000.0,77,4,maison
214000.0,92,4,appartement
136000.0,38,2,appartement
536200.0,95,5,maison
271000.0,89,5,maison
184000.0,33,2,appartement
253500.0,81,4,maison
288000.0,139,4,maison
152100.0,25,1,appartement
314000.0,51,2,appartement
270000.0,68,2,maison
250000.0,110,4,maison
220000.0,101,6,maison
133500.0,32,2,appartement
103000.0,48,2,appartement
300000.0,99,4,maison
150000.0,62,4,appartement
250000.0,84,3,appartement
360000.0,113,5,maison
450000.0,108,2,appartement
277000.0,52,2,appartement
379390.0,98,4,maison
450000.0,98,5,appartement
205000.0,48,2,appartement
220000.0,84,4,maison
447620.0,57,4,maison
214000.0,20,2,appartement
180000.0,74,4,maison
328000.0,70,3,appartement
304000.0,59,3,appartement
280000.0,92,5,maison
372480.0,42,2,maison
169000.0,80,3,appartement
117000.0,27,2,appartement
565000.0,94,5,appartement
158000.0,17,1,appartement
126500.0,49,2,appartement
147000.0,61,4,appartement
455000.0,123,5,maison
220000.0,35,3,maison
242100.0,80,4,maison
528000.0,150,6,maison
165000.0,45,2,appartement
252000.0,60,3,maison
400000.0,125,5,maison
435000.0,131,5,maison
524000.0,92,4,maison
195000.0,82,3,maison
302439.0000000001,98,5,maison
245000.0,80,4,maison
255000.0,53,3,appartement
158000.0,42,2,maison
81000.0,18,1,appartement
148000.0,24,1,appartement
150000.0,65,3,appartement
89000.0,29,1,appartement
277500.0,89,5,maison
460000.0,77,4,appartement
146000.0,31,2,appartement
1021388.0,100,6,maison
317000.0,57,3,maison
280000.0,117,5,maison
362000.0,43,3,maison
380000.0,120,5,maison
154000.0,60,3,appartement
285000.0,112,5,maison
73000.0,30,2,appartement
498000.0,128,5,maison
304000.0,86,4,maison
319000.0,55,3,maison
259500.0,43,2,appartement
301000.0,71,4,maison
228000.0,63,3,maison
295000.0,105,5,maison
184855.0,81,4,maison
266000.0,86,4,maison
240000.0,60,5,maison
200000.0,90,4,maison
300000.0,50,4,maison
339000.0,115,5,maison
400000.0,64,4,maison
482500.0,169,7,maison
255000.0,74,4,maison
214500.0,72,4,appartement
300000.0,114,4,maison
97000.0,39,2,appartement
700000.0,68,4,maison
230000.0,76,3,appartement
1600000.0,185,6,maison
233000.0,32,2,appartement
293000.0,33,2,appartement
290000.0,80,5,maison
310000.0,101,5,maison
121000.0,60,2,appartement
70000.0,13,1,appartement
160000.0,72,4,maison
312000.0,65,3,maison
146500.0,71,3,appartement
215000.0,60,3,maison
266500.0,56,3,appartement
80000.0,38,2,appartement
280630.0,90,7,maison
80000.0,25,1,appartement
245600.0,98,5,maison
1140700.0,148,9,appartement
455000.0,116,5,maison
350000.0,100,5,maison
485000.0,82,4,maison
277000.0,121,6,maison
102800.0,30,1,appartement
320000.0,73,4,maison
230000.0,65,5,maison
560000.0,131,5,maison
266000.0,36,3,maison
530000.0,66,3,maison
335100.0,39,2,appartement
218000.0,61,3,appartement
480700.0,50,3,maison
246000.0,95,5,maison
270000.0,75,5,maison
193500.0,25,1,appartement
214000.0,44,2,appartement
306000.0,50,2,appartement
174000.0,54,3,appartement
202000.0,99,5,maison
117000.0,44,3,appartement
257000.0,98,3,maison
132000.0,26,1,appartement
152887.0,46,2,appartement
309500.0,53,3,appartement
198360.0,26,1,appartement
60000.0,12,1,appartement
847995.0,77,3,appartement
89470.0,13,1,appartement
245000.0,93,4,maison
525000.0,141,8,maison
820000.0,112,5,appartement
285000.0,38,2,appartement
150000.0,63,3,appartement
342000.0,120,6,maison
874500.0,86,2,appartement
1158500.0,280,10,maison
296000.0,76,4,maison
300000.0,96,5,maison
160000.0,49,3,appartement
75000.0,12,1,appartement
271000.0,99,3,maison
224000.0,89,4,maison
218000.0,40,2,appartement
256000.0,47,3,appartement
261700.0,76,4,maison
340000.0,55,3,maison
260000.0,115,5,maison
112000.0,25,1,appartement
320000.0,103,5,maison
249000.0,123,5,maison
444000.0,86,4,maison
671700.0,98,4,maison
265500.0,88,5,maison
203000.0,52,3,appartement
466000.0,54,2,appartement
169500.0,74,4,appartement
96000.0,15,10,appartement
280000.0,101,6,maison
200000.0,90,5,maison
44000.0,18,1,appartement
150000.0,71,4,appartement
175000.0,40,3,maison
225000.0,79,4,maison
222000.0,20,1,maison
105000.0,31,1,appartement
200000.0,16,1,appartement
124500.0,21,1,appartement
415000.0,142,4,maison
225900.0,45,2,appartement
153000.0,63,3,appartement
1690000.0,254,10,maison
285000.0,88,4,maison
238000.0,30,3,maison
268000.0,69,3,maison
477500.0,90,5,appartement
125000.0,50,3,appartement
377350.0,69,4,appartement
578640.0,75,3,appartement
340000.0,53,3,maison
252000.0,56,3,maison
130000.0,23,1,appartement
210000.0,49,3,maison
505000.0,159,6,maison
220000.0,41,2,appartement
130000.0,40,2,appartement
290000.0,67,4,appartement
266550.0,100,5,maison
350000.0,65,3,appartement
200000.0,52,2,maison
385900.0,61,3,appartement
270000.0,66,4,maison
85000.0,17,1,appartement
330000.0,115,5,maison
245000.0,60,3,appartement
299150.0,60,3,appartement
260000.0,65,2,appartement
131000.0,47,2,appartement
355000.0,53,3,appartement
277000.0,69,2,maison
310000.0,92,5,maison
545000.0,103,6,maison
185000.0,58,3,appartement
114200.0,12,1,appartement
634681.0,90,4,maison
134000.0,56,3,appartement
177000.0,20,1,appartement
283000.0,114,5,maison
60000.0,23,1,appartement
74000.0,24,1,appartement
336350.0,86,4,maison
189000.0,47,2,maison
1315000.0,102,4,maison
55000.0,12,1,appartement
380000.0,157,4,maison
550000.0,66,4,appartement
265000.0,128,6,maison
140000.0,21,1,appartement
170000.0,71,4,maison
424000.0,72,3,appartement
660000.0,98,4,appartement
257700.0,55,3,maison
345000.0,80,5,maison
256500.0,106,5,maison
206000.0,74,3,appartement
62500.0,18,1,appartement
300000.0,62,3,maison
61000.0,18,1,appartement
182000.0,62,3,appartement
308550.0,93,4,maison
210132.0,49,2,appartement
139000.0,41,2,appartement
433000.0,165,7,maison
279000.0,61,3,appartement
320000.0,84,4,maison
132000.0,48,2,appartement
175000.0,49,2,appartement
308500.0,115,4,maison
310000.0,85,5,maison
285000.0,103,5,maison
158000.0,64,3,maison
415000.0,107,5,maison
135000.0,36,1,appartement
1090000.0,200,7,maison
136000.0,40,1,appartement
280000.0,41,3,appartement
148000.0,40,2,maison
132000.0,39,2,appartement
660000.0,87,4,maison
180000.0,64,2,appartement
157000.0,53,2,appartement
325110.0,89,4,maison
430000.0,126,5,maison
160000.0,65,3,appartement
204000.0,70,3,maison
240000.0,46,3,maison
255000.0,71,3,maison
330000.0,120,5,maison
345000.0,121,5,maison
286000.0,57,3,maison
705000.0,84,3,maison
459300.0,143,6,maison
208000.0,70,3,appartement
135000.0,54,3,appartement
410000.0,88,4,maison
148800.0,21,1,appartement
171375.0,30,1,appartement
305000.0,74,4,maison
159600.0,68,2,appartement
87000.0,23,1,appartement
250000.0,91,5,maison
247000.0,80,4,maison
68000.0,26,2,appartement
223000.0,35,2,appartement
254000.0,73,4,maison
310000.0,113,4,maison
75000.0,31,1,appartement
262400.0,117,6,maison
237760.0,34,2,appartement
267700.0,73,4,maison
255000.0,104,6,maison
147000.0,67,4,appartement
265000.0,79,4,maison
75100.0,18,1,appartement
488000.0,96,4,appartement
124982.0,44,2,appartement
300000.0,45,2,appartement
305000.0,67,3,maison
152700.0,24,1,appartement
494000.0,100,5,maison
174700.0,30,1,appartement
188500.0,65,4,appartement
226000.0,81,4,maison
291000.0,97,4,maison
117000.0,20,1,appartement
625000.0,136,5,maison
160000.0,40,2,appartement
271720.0,50,3,appartement
190000.0,68,3,maison
125000.0,62,3,maison
90000.0,31,1,appartement
220000.0,80,4,maison
477000.0,122,5,maison
317500.0,94,6,maison
234000.0,70,3,maison
144000.0,50,2,appartement
295238.0,57,3,appartement
235000.0,110,3,maison
88000.0,43,2,appartement
208000.0,72,3,maison
372000.0,82,3,maison
328000.0,72,4,maison
314500.0,114,5,maison
118000.0,49,2,appartement
292000.0,74,5,appartement
40600.0,18,1,appartement
330000.0,137,4,maison
123000.0,20,2,appartement
280000.0,78,5,maison
305000.0,90,4,maison
235577.0,50,2,appartement
97000.0,46,2,appartement
131500.0,36,2,appartement
212000.0,65,3,appartement
105000.0,40,2,appartement
415200.0,174,5,maison
75000.0,30,1,appartement
148706.0,29,1,appartement
196000.0,98,5,maison
250500.0,62,3,maison
287800.0,37,2,appartement
318200.0,48,3,appartement
376800.0,98,4,appartement
407000.0,114,4,maison
246000.0,50,3,maison
70000.0,32,2,appartement
140000.0,63,3,appartement
79900.0,16,1,appartement
200000.0,70,4,maison
145000.0,71,3,maison
230000.0,85,4,appartement
139000.0,28,2,appartement
190000.0,65,4,appartement
473000.0,87,3,maison
90000.0,17,1,appartement
345000.0,52,2,appartement
198430.0,59,2,appartement
140000.0,54,3,appartement
40000.0,12,1,appartement
142000.0,18,2,appartement
450000.0,135,5,maison
378000.0,122,6,maison
251900.0,41,2,appartement
270000.0,72,6,maison
106000.0,29,2,appartement
262000.0,54,3,appartement
430750.0,83,5,maison
90000.0,25,1,appartement
180000.0,32,2,appartement
160000.0,61,3,maison
172000.0,32,2,appartement
90485.42,20,1,appartement
117000.0,21,1,appartement
340500.0,101,6,maison
58900.0,28,1,appartement
268000.0,91,4,maison
438980.0,60,3,appartement
290000.0,75,4,maison
257000.0,52,3,maison
143000.0,65,4,appartement
270000.0,89,5,maison
176000.0,84,5,maison
235000.0,84,2,maison
260000.0,50,2,maison
320000.0,110,5,maison
894900.0,191,8,maison
262500.0,44,3,appartement
560280.0,70,3,appartement
290000.0,128,6,maison
361000.0,78,3,appartement
265900.0,58,2,appartement
220000.0,58,4,maison
313000.0,40,2,appartement
140000.0,57,3,appartement
433000.0,109,5,maison
209000.0,40,2,appartement
554200.0,94,4,maison
481750.0,52,2,appartement
560000.0,113,6,maison
215000.0,73,3,maison
213000.0,80,5,maison
158000.0,40,2,appartement
420000.0,71,3,maison
2170000.0,220,5,maison
630000.0,120,3,maison
160000.0,23,1,appartement
85000.0,35,1,appartement
80000.0,30,2,maison
76000.0,20,1,appartement
290000.0,70,4,appartement
205000.0,37,2,appartement
290000.0,105,4,maison
185000.0,32,2,appartement
252000.0,44,1,appartement
315000.0,50,3,appartement
178000.0,82,4,appartement
200000.0,78,4,appartement
440000.0,95,4,maison
189000.0,22,2,appartement
199000.0,93,5,maison
235000.0,66,4,maison
280000.0,43,3,appartement
622500.0,133,5,maison
345000.0,123,5,maison
212500.0,85,4,maison
341000.0,120,6,maison
290000.0,51,3,appartement
381000.0,160,7,maison
144000.0,67,4,appartement
257000.0,106,5,maison
216622.0,67,4,appartement
319000.0,108,5,maison
385000.0,48,2,appartement
285000.0,102,6,maison
107500.0,32,2,appartement
233300.0,32,2,maison
225000.0,27,1,appartement
100500.0,28,1,appartement
414800.0,152,5,maison
820000.0,92,3,appartement
103181.5,43,2,maison
165600.0,70,4,appartement
161000.0,61,4,appartement
441000.0,66,2,maison
960000.0,176,6,maison
770000.0,113,4,maison
1000000.0,97,4,maison
245000.0,98,6,maison
1450000.0,195,8,maison
325000.0,140,7,maison
167000.0,77,5,appartement
494060.0,46,3,appartement
146000.0,40,2,appartement
271200.0,92,4,maison
238300.0,105,6,maison
230000.0,42,2,appartement
310000.0,99,5,maison
220000.0,99,5,maison
47000.0,14,1,appartement
84000.0,31,1,appartement
105000.0,22,1,appartement
400000.0,109,5,maison
316000.0,120,6,maison
351400.0,160,4,maison
311200.0,80,4,maison
339000.0,117,5,maison
208000.0,33,3,appartement
461768.12,60,4,maison
265000.0,99,4,appartement
381710.0,114,4,maison
225150.0,89,4,maison
302000.0,119,6,maison
416000.0,105,6,maison
165000.0,70,4,appartement
230000.0,87,3,maison
216000.0,84,4,maison
256000.0,78,4,maison
292000.0,87,5,maison
301000.0,104,5,maison
250000.0,86,5,maison
336000.0,60,3,appartement
225000.0,105,5,maison
275000.0,73,5,maison
572500.0,59,3,maison
331234.0,31,1,maison
435900.0,49,3,maison
316000.0,68,5,maison
160000.0,36,2,appartement
108000.0,28,1,appartement
162000.0,56,3,appartement
660000.0,59,3,maison
400000.0,108,4,maison
198000.0,30,1,appartement
265000.0,57,3,appartement
194600.0,63,3,appartement
250000.0,77,4,appartement
315000.0,100,4,maison
290000.0,91,4,maison
421000.0,55,3,appartement
50000.0,18,1,appartement
190000.0,63,4,appartement
320000.0,83,5,maison
316000.0,106,5,maison
307000.0,114,6,maison
360525.0,91,4,maison
110000.0,25,1,appartement
283000.0,79,5,maison
303000.0,34,1,appartement
213000.0,76,4,maison
300000.0,88,5,maison
175000.0,45,2,maison
443200.0,64,3,maison
570000.0,100,5,maison
195000.0,32,2,appartement
240000.0,117,6,maison
167000.0,56,3,appartement
390100.0,125,5,maison
195000.0,74,4,appartement
185000.0,60,4,maison
327000.0,75,4,maison
1274850.0,196,7,maison
130000.0,48,2,maison
350000.0,95,5,maison
183000.0,78,5,appartement
214000.0,55,3,maison
518650.0,93,4,appartement
375000.0,65,3,maison
188000.0,48,2,appartement
265000.0,40,2,appartement
492500.0,57,6,appartement
308000.0,110,6,maison
266000.0,74,4,maison
165000.0,35,2,appartement
207000.0,98,4,maison
158000.0,60,3,appartement
195000.0,44,2,maison
230000.0,67,3,maison
355000.0,160,7,maison
248000.0,104,5,maison
102000.0,32,1,appartement
116000.0,36,2,appartement
330000.0,85,4,appartement
310000.0,117,6,maison
110000.0,40,3,maison
306000.0,67,4,appartement
403000.0,64,3,appartement
122000.0,44,2,appartement
294000.0,36,2,maison
438000.0,126,5,maison
398000.0,62,3,appartement
174000.0,76,5,appartement
168000.0,38,2,appartement
140000.0,31,1,appartement
270000.0,86,4,maison
142700.0,61,3,appartement
327000.0,150,6,maison
276150.0,42,2,appartement
192000.0,40,3,maison
151184.84,44,2,appartement
237900.0,49,3,appartement
340000.0,134,7,maison
192000.0,57,3,appartement
396100.0,64,4,appartement
98800.0,26,1,appartement
156000.0,26,1,appartement
200000.0,84,4,maison
80000.0,18,1,appartement
216250.0,66,4,appartement
213000.0,66,3,appartement
195000.0,66,3,appartement
320000.0,52,2,maison
687100.0,142,6,maison
204000.0,78,4,maison
289800.0,90,5,maison
242000.0,66,4,maison
259400.0,39,2,appartement
119000.0,46,2,appartement
140000.0,36,2,appartement
224000.0,43,2,appartement
945000.0,116,4,maison
467180.0,59,3,maison
290000.0,122,4,maison
249100.0,58,3,maison
420000.0,194,7,maison
300000.0,102,4,maison
600000.0,160,5,maison
215600.0,60,4,appartement
265000.0,80,4,maison
235000.0,59,3,maison
260000.0,48,2,appartement
398400.0,52,3,appartement
290000.0,37,2,appartement
210000.0,105,4,maison
352500.0,42,3,appartement
260000.0,74,4,maison
280000.0,65,3,appartement
80000.0,24,1,appartement
215000.0,62,3,appartement
337000.0,77,4,maison
421200.0,110,6,maison
222000.0,74,4,appartement
304000.0,79,4,appartement
95000.0,18,1,appartement
169000.0,52,2,appartement
120000.0,36,1,appartement
123000.0,38,3,appartement
145000.0,64,4,maison
166000.0,30,2,appartement
320500.0,98,3,maison
170000.0,45,2,maison
420000.0,48,3,maison
445000.0,188,7,maison
150000.0,36,2,appartement
200000.0,28,2,appartement
300000.0,90,4,maison
215000.0,54,3,maison
333000.0,121,5,maison
114000.0,20,1,appartement
220000.0,29,1,appartement
563000.0,138,5,maison
317164.99999999994,60,3,appartement
98000.0,43,2,appartement
520000.0,115,4,maison
177000.0,55,3,appartement
369000.0,79,4,maison
150000.0,70,4,maison
200000.0,51,2,appartement
170000.0,16,1,appartement
245000.0,20,2,appartement
240000.0,48,2,appartement
175000.0,23,1,appartement
1080000.0,200,8,maison
495000.0,65,2,appartement
225000.0,60,3,maison
40000.0,20,1,appartement
230000.0,56,2,appartement
267000.0,86,4,maison
235000.0,75,5,maison
175000.0,86,4,maison
290000.0,80,3,appartement
290000.0,49,3,maison
148000.0,32,1,appartement
288000.0,81,3,maison
265000.0,38,2,appartement
165000.0,79,4,appartement
186000.0,35,2,appartement
265500.0,105,5,maison
336000.0,67,3,appartement
367500.0,62,3,appartement
475000.0,100,4,maison
392000.0,63,4,maison
203000.0,71,3,appartement
480000.0,52,3,appartement
234000.0,75,4,maison
195310.0,49,3,appartement
130000.0,21,1,appartement
230300.0,51,2,appartement
93000.0,25,1,appartement
352000.0,50,2,appartement
275000.0,60,3,maison
261600.0,50,3,appartement
320000.0,71,4,maison
225000.0,23,1,appartement
248000.0,91,4,maison
245000.0,45,3,appartement
123000.0,24,1,appartement
224000.0,102,5,maison
294000.0,128,5,maison
297000.0,40,3,maison
415000.0,49,2,maison
280000.0,100,4,maison
245000.0,72,5,maison
261250.0,50,2,appartement
88964.39999999998,30,1,appartement
204000.0,29,1,appartement
220500.0,37,2,appartement
428000.0,115,5,maison
277000.0,43,2,appartement
180000.0,30,2,appartement
350000.0,40,2,maison
317000.0,72,3,maison
309000.0,95,6,maison
233500.0,59,3,appartement
138000.0,35,2,appartement
110000.0,35,2,appartement
584000.0,151,5,maison
425000.0,65,3,appartement
128000.0,37,2,appartement
285000.0,58,3,maison
153000.0,74,4,appartement
385200.0,67,3,appartement
230000.0,63,3,maison
253000.0,80,4,maison
320670.0,86,5,maison
518000.0,140,6,maison
198000.0,53,3,maison
280000.0,85,5,maison
160000.0,26,2,appartement
200000.0,48,2,appartement
260000.0,72,3,maison
939400.0,145,7,maison
320000.0,84,4,maison
179047.2,19,2,appartement
210000.0,36,2,appartement
355000.0,68,3,appartement
346500.0,160,5,maison
411000.0,161,8,maison
1950000.0,301,8,appartement
387000.0,101,5,maison
195000.0,33,2,maison
327700.0,49,3,maison
112000.0,41,2,appartement
64000.0,18,1,appartement
438000.0,30,2,appartement
79000.0,19,1,appartement
430000.0,96,4,maison
177000.0,60,4,appartement
130000.0,32,1,appartement
249000.0,79,4,maison
360000.0,170,8,maison
199000.0,60,3,appartement
171000.0,56,3,appartement
254000.0,73,3,appartement
352000.0,71,5,maison
404643.0,109,4,maison
360000.0,58,3,maison
85000.0,31,2,appartement
260000.0,55,3,appartement
120000.0,20,1,appartement
225000.0,40,2,maison
434350.0,104,6,maison
342000.0,65,4,maison
205000.0,24,1,appartement
172700.0,74,4,appartement
460000.0,64,3,appartement
324000.0,108,5,maison
160000.0,56,3,appartement
48000.0,18,1,appartement
199000.0,35,2,appartement
229500.0,77,5,maison
243750.0,29,1,appartement
372000.0,124,6,maison
230000.0,77,4,appartement
630000.0,104,5,maison
84000.0,28,1,appartement
96000.0,30,2,appartement
1039000.0,110,4,appartement
230500.0,38,1,appartement
181000.0,77,2,appartement
261523.0,58,3,appartement
130000.0,30,2,appartement
325000.0,88,3,appartement
198500.0,65,3,maison
245000.0,48,3,appartement
402200.0,163,6,maison
295000.0,52,3,maison
185000.0,42,2,appartement
1505000.0,427,7,maison
245000.0,67,3,maison
455000.0,118,4,maison
114000.0,16,1,appartement
250000.0,98,4,appartement
375000.0,150,5,maison
330000.0,61,3,appartement
217000.0,60,3,maison
150000.0,53,3,appartement
119500.0,23,1,appartement
140000.0,48,3,maison
279000.0,43,2,appartement
445000.0,84,4,appartement
321700.0,67,4,appartement
480000.0,143,5,maison
237650.0,46,3,appartement
253000.0,78,3,maison
122000.0,35,2,appartement
59000.0,25,1,appartement
255000.0,90,6,maison
260000.0,52,3,maison
150000.0,45,3,maison
149000.0,49,3,appartement
247440.0,37,2,appartement
130000.0,47,2,appartement
181643.0,21,2,appartement
650000.0,103,4,maison
187000.0,67,3,appartement
295000.0,59,3,appartement
180000.0,37,2,appartement
630350.0000000001,160,6,maison
160000.0,66,4,appartement
119000.0,15,1,appartement
207186.0,68,3,maison
253900.0,63,3,appartement
205000.0,49,3,maison
640000.0,95,4,appartement
157000.0,50,2,appartement
117000.0,34,2,appartement
185000.0,44,3,appartement
180000.0,55,3,appartement
487000.0,89,5,appartement
305000.0,68,4,maison
268000.0,126,5,maison
235000.0,40,2,appartement
150000.0,57,2,maison
357000.0,95,5,maison
144000.0,43,2,appartement
83000.0,35,1,appartement
220000.0,64,2,maison
484920.0,54,2,appartement
792000.0,110,5,maison
340000.0,96,6,maison
250000.0,88,5,maison
641479.0,170,7,maison
300000.0,99,5,appartement
207000.0,94,5,maison
140000.0,36,2,appartement
165000.0,36,2,appartement
263500.0,70,4,maison
270000.0,114,5,maison
282300.0,81,4,maison
75000.0,16,1,appartement
269000.0,109,5,maison
360000.0,142,5,maison
218000.0,71,4,maison
515000.0,79,3,maison
321000.0,100,6,maison
339000.0,109,5,maison
393000.0,123,6,maison
169500.0,43,2,appartement
140000.0,21,1,appartement
170000.0,52,3,maison
191550.0,55,3,appartement
190000.0,47,2,appartement
1344000.0,88,6,maison
435000.0,83,4,maison
213000.0,53,3,appartement
740000.0,116,5,maison
383000.0,70,4,maison
91000.0,30,1,appartement
335000.0,61,3,maison
125000.0,25,1,appartement
357800.0,120,5,maison
232000.0,89,5,maison
177600.0,84,4,appartement
181000.0,25,1,appartement
449000.0,72,4,maison
500000.0,138,5,maison
375250.0,60,3,appartement
330000.0,105,5,maison
195000.0,35,2,maison
220000.0,68,4,maison
258333.0,64,4,appartement
357000.0,140,4,maison
135000.0,33,1,appartement
71000.0,20,1,appartement
340000.0,93,5,maison
188000.0,32,1,appartement
360800.0,128,5,maison
150000.0,49,3,appartement
348000.0,112,6,maison
180000.0,15,3,maison
172000.0,70,3,appartement
100000.0,36,2,appartement
222000.0,56,3,maison
267500.0,116,5,maison
260000.0,42,3,maison
445000.0,94,3,maison
190000.0,34,2,appartement
97000.0,27,2,appartement
162000.0,72,3,maison
170000.0,32,2,appartement
310000.0,64,3,maison
1180990.0,216,11,maison
235000.0,88,4,maison
419750.0,111,5,maison
102000.0,40,2,appartement
127000.0,25,1,appartement
568000.0,130,6,maison
229000.0,59,3,appartement
63000.0,17,1,appartement
515000.0,80,4,appartement
122000.0,32,2,appartement
290000.0,86,4,maison
295000.0,83,4,maison
384000.0,54,2,appartement
295100.0,111,6,maison
325000.0,135,5,maison
295600.0,96,5,maison
286540.0,103,6,maison
198000.0,25,1,appartement
386150.0,67,4,maison
390000.0,77,4,maison
395000.0,172,4,maison
365000.0,94,5,maison
330000.0,110,6,maison
340000.0,160,4,maison
228000.0,70,5,maison
402000.0,150,5,maison
390000.0,72,4,maison
355000.0,92,5,maison
208000.0,56,4,maison
295000.0,75,3,maison
194000.0,63,4,appartement
265000.0,54,3,maison
400000.0,115,5,maison
214000.0,70,2,maison
378000.0,108,5,maison
119000.0,28,2,appartement
650000.0,69,2,appartement
1150000.0,107,6,maison
330900.0,116,6,maison
267000.0,82,4,maison
255000.0,88,4,maison
250000.0,69,6,maison
724800.0,167,5,maison
285000.0,122,5,maison
209500.0,78,4,maison
397700.0,138,5,maison
340000.0,91,4,maison
178952.0,80,4,maison
450000.0,101,4,maison
205000.0,42,3,maison
306000.0,92,4,maison
270000.0,62,3,maison
315000.0,62,3,maison
315000.0,85,4,maison
350000.0,85,4,maison
318000.0,145,6,maison
285000.0,90,4,maison
70000.0,22,1,appartement
240000.0,46,2,appartement
213000.0,84,4,appartement
259000.0,88,5,maison
81968.0,18,1,appartement
328300.0,94,4,maison
139000.0,23,1,appartement
420096.0,44,2,appartement
128000.0,60,3,appartement
194000.0,84,3,maison
322900.0,108,5,maison
400000.0,75,4,maison
127500.0,55,3,maison
180000.0,32,2,appartement
107500.0,40,2,appartement
1142000.0,173,5,maison
235000.0,50,3,appartement
967581.0,253,7,maison
190000.0,91,5,maison
311984.99999999994,104,5,maison
749400.0,50,2,appartement
320000.0,125,5,maison
86000.0,22,1,appartement
873000.0,97,4,maison
179000.0,85,3,appartement
294000.0,72,3,maison
259000.0,36,2,appartement
250000.0,35,2,maison
393000.0,140,7,maison
325000.0,36,2,appartement
263000.0,120,3,maison
535000.0,125,6,maison
305000.0,135,6,maison
400000.0,106,4,maison
230300.0,68,3,appartement
550000.0,125,5,maison
230000.0,101,5,maison
322000.0,48,2,appartement
58920.0,14,1,appartement
245000.0,61,3,maison
161000.0,60,3,appartement
245000.0,48,2,appartement
405000.0,110,5,maison
370000.0,47,2,appartement
263000.0,62,3,maison
419000.0,104,6,maison
370500.0,71,3,appartement
394500.0,65,4,appartement
463000.0,81,4,appartement
290000.0,33,2,appartement
311200.0,137,5,appartement
351000.0,108,5,maison
1075000.0,84,3,appartement
644000.0,175,5,maison
271000.0,123,5,maison
270000.0,66,3,maison
693000.0,200,7,maison
252000.0,102,6,maison
305000.0,59,4,maison
452300.0,129,6,maison
126500.0,33,1,appartement
410380.0,91,4,maison
551000.0,164,6,maison
190000.0,53,3,appartement
265000.0,110,4,maison
408000.0,85,4,maison
296000.0,90,5,maison
380000.0,131,5,maison
118390.0,39,3,appartement
275000.0,48,3,maison
353500.0,120,5,maison
255000.0,42,2,maison
240000.0,72,3,maison
365000.0,88,5,maison
263400.0,98,4,maison
235400.0,60,3,appartement
399520.0,135,6,maison
147000.0,53,3,appartement
317000.0,90,4,maison
273000.0,46,2,appartement
119000.0,32,2,appartement
320000.0,80,4,maison
38000.0,13,1,appartement
120000.0,57,3,appartement
395000.0,64,3,maison
250000.0,71,4,maison
115000.0,57,3,appartement
165900.0,75,3,appartement
137900.0,56,3,appartement
288090.0,40,2,appartement
278000.0,32,1,appartement
300000.0,55,2,appartement
492200.0,169,6,maison
145000.0,35,2,appartement
330000.0,113,5,maison
204650.0,88,4,maison
483000.0,139,7,maison
247200.0,61,3,maison
205000.0,64,3,maison
289600.0,134,6,maison
164000.0,67,4,appartement
234320.0,106,5,appartement
267000.0,64,3,appartement
210000.0,32,1,appartement
350000.0,50,3,appartement
497000.0,71,3,maison
360000.0,40,2,appartement
200000.0,86,3,maison
249000.0,80,5,maison
352950.0,87,4,maison
210000.0,40,2,appartement
220000.0,31,2,appartement
400000.0,69,4,appartement
127500.0,53,3,appartement
342880.0,64,3,appartement
360000.0,119,6,maison
260000.0,54,3,appartement
209000.0,86,5,maison
250000.0,78,4,maison
1650000.0,102,3,maison
269000.0,103,6,maison
290000.0,111,5,maison
355000.0,42,3,appartement
237000.0,66,4,maison
267000.0,110,5,maison
493000.0,98,4,maison
180000.0,90,6,maison
220000.0,109,6,maison
260000.0,115,6,maison
190000.0,78,3,maison
250000.0,110,4,maison
1090000.0,116,5,maison
105000.0,10,1,appartement
340000.0,75,4,appartement
418000.0,75,4,maison
183000.0,55,3,appartement
405000.0,165,7,maison
342000.0,80,5,appartement
206000.0,29,1,appartement
270000.0,74,3,maison
364950.0,70,4,appartement
322000.0,90,4,maison
130000.0,19,1,appartement
185000.0,76,4,appartement
193527.0,23,1,maison
459300.0,114,5,maison
520000.0,57,3,appartement
154000.0,43,2,appartement
434550.0,70,3,appartement
223000.0,105,6,maison
455000.0,91,6,maison
190000.0,40,2,appartement
429300.0,154,6,maison
297000.0,85,4,maison
300000.0,57,3,appartement
300000.0,97,4,maison
205000.0,83,4,appartement
640000.0,92,3,appartement
299000.0,81,5,maison
254000.0,74,3,maison
250000.0,70,4,maison
130000.0,29,1,appartement
255200.0,73,3,maison
100000.0,35,2,appartement
302000.0,98,4,maison
263000.0,127,7,maison
250160.0,75,3,appartement
380000.0,90,3,maison
252000.0,81,4,maison
452000.0,212,7,maison
455000.0,63,3,appartement
1160000.0,124,8,maison
120000.0,42,3,appartement
315000.0,93,5,appartement
310000.0,95,3,maison
196000.0,77,4,appartement
170000.0,78,4,appartement
248000.0,63,4,maison
